Umsatz (ohne Soll/Haben-Kz);Soll/Haben-Kennzeichen;WKZ Umsatz;Kurs;Basis-Umsatz;WKZ Basis-Umsatz;Konto;Gegenkonto (ohne BU-Schlüssel);BU-Schlüssel;Belegdatum;Belegfeld 1;Belegfeld 2;Skonto;Buchungstext;Postensperre;Diverse Adressnummer;Geschäftspartnerbank;Sachverhalt;Zinssperre;Beleglink;Beleginfo - Art 1;Beleginfo - Inhalt 1;Beleginfo - Art 2;Beleginfo - Inhalt 2;Beleginfo - Art 3;Beleginfo - Inhalt 3;Beleginfo - Art 4;Beleginfo - Inhalt 4;Beleginfo - Art 5;Beleginfo - Inhalt 5;Beleginfo - Art 6;Beleginfo - Inhalt 6;Beleginfo - Art 7;Beleginfo - Inhalt 7;Beleginfo - Art 8;Beleginfo - Inhalt 8;KOST1 - Kostenstelle;KOST2 - Kostenstelle;Kost-Menge;EU-Land u. UStID;EU-Steuersatz;Abw. Versteuerungsart;Sachverhalt L+L;Funktionsergänzung L+L;BU 49 Hauptfunktionstyp;BU 49 Hauptfunktionsnummer;BU 49 Funktionsergänzung;Zusatzinformation - Art 1;Zusatzinformation- Inhalt 1;Zusatzinformation - Art 2;Zusatzinformation- Inhalt 2;Zusatzinformation - Art 3;Zusatzinformation- Inhalt 3;Zusatzinformation - Art 4;Zusatzinformation- Inhalt 4;Zusatzinformation - Art 5;Zusatzinformation- Inhalt 5;Zusatzinformation - Art 6;Zusatzinformation- Inhalt 6;Zusatzinformation - Art 7;Zusatzinformation- Inhalt 7;Zusatzinformation - Art 8;Zusatzinformation- Inhalt 8;Zusatzinformation - Art 9;Zusatzinformation- Inhalt 9;Zusatzinformation - Art 10;Zusatzinformation- Inhalt 10;Zusatzinformation - Art 11;Zusatzinformation- Inhalt 11;Zusatzinformation - Art 12;Zusatzinformation- Inhalt 12;Zusatzinformation - Art 13;Zusatzinformation- Inhalt 13;Zusatzinformation - Art 14;Zusatzinformation- Inhalt 14;Zusatzinformation - Art 15;Zusatzinformation- Inhalt 15;Zusatzinformation - Art 16;Zusatzinformation- Inhalt 16;Zusatzinformation - Art 17;Zusatzinformation- Inhalt 17;Zusatzinformation - Art 18;Zusatzinformation- Inhalt 18;Zusatzinformation - Art 19;Zusatzinformation- Inhalt 19;Zusatzinformation - Art 20;Zusatzinformation- Inhalt 20;Stück;Gewicht;Zahlweise;Forderungsart;Veranlagungsjahr;Zugeordnete Fälligkeit;Skontotyp;Auftragsnummer;Buchungstyp;Ust-Schlüssel (Anzahlungen);EU-Land (Anzahlungen);Sachverhalt L+L (Anzahlungen);EU-Steuersatz (Anzahlungen);Erlöskonto (Anzahlungen);Herkunft-Kz;Buchungs GUID;KOST-Datum;Mandatsreferenz;Skontosperre;Gesellschaftername;Beteiligtennummer;Identifikationsnummer;Zeichnernummer;Postensperre bis;BezeichnungSoBil-Sachverhalt;KennzeichenSoBil-Buchung;Festschreibung;Leistungsdatum;Datum Zuord. Steuerperiode;Netto;Umsatzsteuer;Leistungsdatum
23,60;"H";"";;;"";70041;4650;"9";2507;"54107";;;"Besprechung zur Automatisierung von Unternehmensaufgaben";;"";;;;BEDI ""aa3aeb4b-9ff1-5574-9a49-ad620e2e5678"";"Beschreibung";"Restaurant Bastard Bastard";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"19,83";"Steuerbetrag";"3,77";"Leistungsdatum";"25072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27122019;;;;;;;;;;0;25072019;25072019;;;;
6,37;"H";"";;;"";4650;4654;"";2507;"54107";;;"Besprechung zur Automatisierung von Unternehmensaufgaben";;"";;;;BEDI ""aa3aeb4b-9ff1-5574-9a49-ad620e2e5678"";"Beschreibung";"Restaurant Bastard Bastard";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"19,83";"Steuerbetrag";"-13,46";"Leistungsdatum";"25072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27122019;;;;;;;;;;0;25072019;25072019;;;;
1,40;"H";"";;;"";70041;4650;"";2507;"54107";;;"Besprechung zur Automatisierung von Unternehmensaufgaben";;"";;;;BEDI ""aa3aeb4b-9ff1-5574-9a49-ad620e2e5678"";"Beschreibung";"Restaurant Bastard Bastard";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"19,83";"Steuerbetrag";"-18,43";"Leistungsdatum";"25072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27122019;;;;;;;;;;0;25072019;25072019;;;;
23,60;"H";"";;;"";70042;4650;"9";2507;"54107";;;"Besprechung zum Thema Admin Automatisierung und Expense Mana";;"";;;;BEDI ""15f3415d-fc2f-54b3-b58e-6e1f36bc3f06"";"Beschreibung";"Restaurant Bastard";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"19,83";"Steuerbetrag";"3,77";"Leistungsdatum";"25072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;25072019;25072019;;;;
6,37;"H";"";;;"";4650;4654;"";2507;"54107";;;"Besprechung zum Thema Admin Automatisierung und Expense Mana";;"";;;;BEDI ""15f3415d-fc2f-54b3-b58e-6e1f36bc3f06"";"Beschreibung";"Restaurant Bastard";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"19,83";"Steuerbetrag";"-13,46";"Leistungsdatum";"25072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;25072019;25072019;;;;
1,40;"H";"";;;"";70042;4650;"";2507;"54107";;;"Besprechung zum Thema Admin Automatisierung und Expense Mana";;"";;;;BEDI ""15f3415d-fc2f-54b3-b58e-6e1f36bc3f06"";"Beschreibung";"Restaurant Bastard";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"19,83";"Steuerbetrag";"-18,43";"Leistungsdatum";"25072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;25072019;25072019;;;;
3,81;"H";"";;;"";70022;4964;"";2307;"2472-4219";;;"";;"";;;;BEDI ""d14b66fd-caf9-5123-98bc-92c3b7880273"";"Beschreibung";"ZEIT Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"3,81";"Steuerbetrag";"0,00";"Leistungsdatum";"23072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31072019;;;;;;;;;;0;23072019;23072019;;;;
0,03;"H";"";;;"";4964;70022;"";2307;"";;;"ZEIT Inc";;"";;;;BEDI ""d14b66fd-caf9-5123-98bc-92c3b7880273"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"23072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;23072019;;;;
13,37;"H";"";;;"";70038;4964;"";0807;"in1Eopd1CcKlYJxALViiDooXRx";;;"";;"";;;;BEDI ""6dac4412-d65b-50d0-b2b8-f13749f6c0ae"";"Beschreibung";"Notion Labs Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"13,37";"Steuerbetrag";"0,00";"Leistungsdatum";"08072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25062019;;;;;;;;;;0;08072019;08072019;;;;
0,02;"S";"";;;"";4964;70038;"";0807;"";;;"Notion Labs Inc";;"";;;;BEDI ""6dac4412-d65b-50d0-b2b8-f13749f6c0ae"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"08072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;08072019;;;;
119,00;"H";"";;;"";70007;4210;"9";0407;"20750";;;"";;"";;;;BEDI ""e57fcaf7-5225-50fc-a708-cdf0f4318278"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"04072019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05062019;;;;;;;;;;0;04072019;04072019;;;;
1000,00;"H";"";;;"";70012;640;"";0107;"Contract-001";;;"";;"";;;;BEDI ""0a009c07-c158-5fc1-9e55-bec1433f906e"";"Beschreibung";"Herr Marc Höffl";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1000,00";"Steuerbetrag";"0,00";"Leistungsdatum";"01072019";"Kundennummer";"1008";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03072019;;;;;;;;;;0;01072019;01072019;;;;
18,92;"H";"";;;"";70000;4964;"9";2806;"92019-59073";;;"";;"";;;;BEDI ""e719152d-d62a-53cf-b426-fea9946b3f7a"";"Beschreibung";"sevDesk GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"15,90";"Steuerbetrag";"3,02";"Leistungsdatum";"28062019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02072019;;;;;;;;;;0;28062019;28062019;;;;
2,73;"H";"";;;"";70022;4964;"";2306;"2664-0237";;;"";;"";;;;BEDI ""3e7b59a4-caa7-5a1c-8c3b-ecc4feb9043f"";"Beschreibung";"ZEIT Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"2,73";"Steuerbetrag";"0,00";"Leistungsdatum";"23062019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25062019;;;;;;;;;;0;23062019;23062019;;;;
0,15;"S";"";;;"";4964;70022;"";2306;"";;;"ZEIT Inc";;"";;;;BEDI ""3e7b59a4-caa7-5a1c-8c3b-ecc4feb9043f"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"23062019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;23062019;;;;
588,54;"H";"";;;"";70017;1780;"";1706;"ust-17062019";;;"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;"";;;;;"Beschreibung";"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC MARKDEF1660";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"588,54";"Steuerbetrag";"0,00";"Leistungsdatum";"17062019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17062019;;;;;;;;;;0;17062019;17062019;;;;
25,00;"H";"";;;"";70017;1780;"";1306;"ust-13062019";;;"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;"";;;;;"Beschreibung";"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC MARKDEF1660";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"25,00";"Steuerbetrag";"0,00";"Leistungsdatum";"13062019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13062019;;;;;;;;;;0;13062019;13062019;;;;
88,28;"H";"";;;"";70039;4964;"";1206;"2265-2682";;;"";;"";;;;BEDI ""d64ea38d-73a6-5a12-b3a1-c0f4c44d69a5"";"Beschreibung";"Nylas";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"88,28";"Steuerbetrag";"0,00";"Leistungsdatum";"12062019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14062019;;;;;;;;;;0;12062019;12062019;;;;
0,57;"S";"";;;"";4964;70039;"";1206;"";;;"Nylas";;"";;;;BEDI ""d64ea38d-73a6-5a12-b3a1-c0f4c44d69a5"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"12062019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;12062019;;;;
2110,00;"H";"";;;"";70017;2200;"";1106;"kst-11062019";;;"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;"";;;;;"Beschreibung";"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC MARKDEF1660";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"2110,00";"Steuerbetrag";"0,00";"Leistungsdatum";"11062019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11062019;;;;;;;;;;0;11062019;11062019;;;;
119,00;"H";"";;;"";70007;4210;"9";0606;"19250";;;"";;"";;;;BEDI ""c24dcc52-8f5f-54b8-9a00-d5780b1e68ea"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"06062019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03072019;;;;;;;;;;0;06062019;06062019;;;;
1000,00;"H";"";;;"";70012;640;"";0106;"Contract-001";;;"";;"";;;;BEDI ""45478e0a-0193-538d-8e9e-6424d07ac5ac"";"Beschreibung";"Herr Marc Höffl";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1000,00";"Steuerbetrag";"0,00";"Leistungsdatum";"01062019";"Kundennummer";"1008";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04062019;;;;;;;;;;0;01062019;01062019;;;;
18,92;"H";"";;;"";70000;4964;"9";2805;"92019-48383";;;"";;"";;;;BEDI ""5b6d527c-b118-545e-b367-02acb5a745e1"";"Beschreibung";"sevDesk GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"15,90";"Steuerbetrag";"3,02";"Leistungsdatum";"28052019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30052019;;;;;;;;;;0;28052019;28052019;;;;
60,00;"H";"";;;"";70043;4673;"8";2305;"6007";;;"Taxi zu TXL fuer EIT Event";;"";;;;BEDI ""a6f873eb-8e05-5ea2-8e74-d0f563a8e050"";"Beschreibung";"Taxi Berlin";"Umsatzsteuerprozent";"7";"Name";"";;;"Nettobetrag";"56,07";"Steuerbetrag";"3,93";"Leistungsdatum";"23052019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;23052019;23052019;;;;
69,35;"H";"";;;"";70044;4673;"";2305;"DRGG4L";;;"Rückflug Porto EIT Conference";;"";;;;BEDI ""3dec7cf8-d425-58b3-80b8-5cbf02fb1057"";"Beschreibung";"Ryanair DAC";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"69,35";"Steuerbetrag";"0,00";"Leistungsdatum";"23052019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;23052019;23052019;;;;
6,96;"H";"";;;"";70045;4673;"8";2205;"NDQ3MzAy";;;"Salesforce Basecamp";;"";;;;BEDI ""da6d3cb5-4ff2-5c3d-aa35-5c87b519cbc3"";"Beschreibung";"Berliner Verkehrsbetriebe BVG - AöR";"Umsatzsteuerprozent";"7";"Name";"";;;"Nettobetrag";"6,50";"Steuerbetrag";"0,46";"Leistungsdatum";"22052019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;22052019;22052019;;;;
900,99;"H";"";;;"";70017;1780;"";1705;"ust-17052019";;;"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;"";;;;;"Beschreibung";"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC MARKDEF1660";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"900,99";"Steuerbetrag";"0,00";"Leistungsdatum";"17052019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17052019;;;;;;;;;;0;17052019;17052019;;;;
1773,00;"H";"";;;"";70046;4320;"";1505;"gst-15052019";;;"Lastschrift Stadtverwaltung Weinheim Stadtkasse IBAN DE33670";;"";;;;;"Beschreibung";"Absender Stadtverwaltung Weinheim Stadtkasse IBAN DE33670505050063015555 BIC MANSDE66XXX";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1773,00";"Steuerbetrag";"0,00";"Leistungsdatum";"15052019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15052019;;;;;;;;;;0;15052019;15052019;;;;
119,00;"H";"";;;"";70047;4210;"9";0705;"17134";;;"Lastschrift Factory Works GmbH IBAN DE89700111104107387027 B";;"";;;;BEDI ""cb8c1654-9b54-548d-8e4f-9d1ae1423af7"";"Beschreibung";"Absender Factory Works GmbH IBAN DE89700111104107387027 BIC DEKTDE7GXXX";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"07052019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06052019;;;;;;;;;;0;07052019;07052019;;;;
18,92;"H";"";;;"";70048;4964;"9";2604;"92019-37231";;;"Lastschrift SEVENIT GmbH IBAN DE05664500500004932811 BIC SOL";;"";;;;BEDI ""f914a865-f972-5523-9a97-05361c37819c"";"Beschreibung";"Absender SEVENIT GmbH IBAN DE05664500500004932811 BIC SOLADES1OFG";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"15,90";"Steuerbetrag";"3,02";"Leistungsdatum";"26042019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30042019;;;;;;;;;;0;26042019;26042019;;;;
119,00;"H";"";;;"";70007;4210;"9";0104;"14275";;;"";;"";;;;BEDI ""af705636-acb7-5547-9abd-3f9124b5afc5"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"01042019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;01042019;01042019;;;;
150,00;"H";"";;;"";70049;4380;"";1403;"1959970024862";;;"Handelsregister Anmeldung Strego";;"";;;;BEDI ""9da51a05-6f3b-5d3d-be60-633965541566"";"Beschreibung";"Amtsgericht Mannheim";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"150,00";"Steuerbetrag";"0,00";"Leistungsdatum";"14032019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15032019;;;;;;;;;;0;14032019;14032019;;;;
31,40;"H";"";;;"";70050;4320;"";1303;"511401903261";;;"berweisung 511401903261";;"";;;;BEDI ""237bccd7-a0b9-568e-8fd4-c91cba29cd32"";"Beschreibung";"Empfnger Stadtkasse Weinheim IBAN DE33670505050063015555";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"31,40";"Steuerbetrag";"0,00";"Leistungsdatum";"13032019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15042019;;;;;;;;;;0;13032019;13032019;;;;
162,55;"H";"";;;"";70051;4950;"9";1003;"1900029";;;"";;"";;;;BEDI ""2ef6c431-8879-5f50-9384-883e04a94fe2"";"Beschreibung";"BDKD Rochtsanwelte und Notaro";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"136,60";"Steuerbetrag";"25,95";"Leistungsdatum";"10032019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;10032019;10032019;;;;
29,99;"H";"";;;"";70052;4964;"";0803;"5K635266XU734594Y";;;"Evernote Jahresabo";;"";;;;BEDI ""454df8ae-3d69-53ba-9429-5d4522d9d9c4"";"Beschreibung";"Evernote GmbH";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"29,99";"Steuerbetrag";"0,00";"Leistungsdatum";"08032019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;08032019;08032019;;;;
119,00;"H";"";;;"";70007;4210;"9";0103;"12671";;;"";;"";;;;BEDI ""772aae16-58d4-54d6-b43d-8a0f98eddc69"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"01032019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;01032019;01032019;;;;
89,99;"H";"";;;"";70053;4673;"9";2802;"RHYVHK";;;"";;"";;;;BEDI ""d5ccdc83-30b7-5bf3-b8b0-16421f819573"";"Beschreibung";"Eurowings GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"75,62";"Steuerbetrag";"14,37";"Leistungsdatum";"28022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;28022019;28022019;;;;
5,57;"H";"";;;"";70054;4673;"9";2702;"MjM2NTU1";;;"Rueckfahrt nach GraphQL Meetup";;"";;;;BEDI ""d358e4d6-a201-5858-9ff8-3c5c1ad91aae"";"Beschreibung";"Berlkönig";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"4,68";"Steuerbetrag";"0,89";"Leistungsdatum";"27022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;27022019;27022019;;;;
27,60;"H";"";;;"";70055;4650;"9";1902;"52879";;;"Alexander Bettenhauser Marc Höffl Salesforce Integration Co";;"";;;;BEDI ""6ae5f344-53ad-5e30-bc07-cf50993fa104"";"Beschreibung";"Takumi 9 Sapporo";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"23,19";"Steuerbetrag";"4,41";"Leistungsdatum";"19022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;19022019;19022019;;;;
6,96;"H";"";;;"";4650;4654;"";1902;"52879";;;"Alexander Bettenhauser Marc Höffl Salesforce Integration Co";;"";;;;BEDI ""6ae5f344-53ad-5e30-bc07-cf50993fa104"";"Beschreibung";"Takumi 9 Sapporo";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"23,19";"Steuerbetrag";"-16,23";"Leistungsdatum";"19022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;19022019;19022019;;;;
16,50;"H";"";;;"";70056;4650;"9";1902;"23-121116";;;"Daniel Dinh Marc Höffl Requirement Besprechung für Lemonca";;"";;;;BEDI ""7b503973-367d-5d29-b5c6-576de96e378f"";"Beschreibung";"Restaurant Sisaket";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"13,87";"Steuerbetrag";"2,63";"Leistungsdatum";"19022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;19022019;19022019;;;;
4,16;"H";"";;;"";4650;4654;"";1902;"23-121116";;;"Daniel Dinh Marc Höffl Requirement Besprechung für Lemonca";;"";;;;BEDI ""7b503973-367d-5d29-b5c6-576de96e378f"";"Beschreibung";"Restaurant Sisaket";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"13,87";"Steuerbetrag";"-9,71";"Leistungsdatum";"19022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10052019;;;;;;;;;;0;19022019;19022019;;;;
200,17;"H";"";;;"";70057;4676;"";1602;"900230610";;;"EIT Conference Hotel";;"";;;;BEDI ""fc6cc5fc-629f-5276-b262-e58bcad55aec"";"Beschreibung";"EIT Digital Alumni Foundation";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"200,17";"Steuerbetrag";"0,00";"Leistungsdatum";"16022019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;16022019;16022019;;;;
